Batch,Sample Type,Inject Order,Sample Name
Batch-C,Sample,829,GB005821
Batch-C,Sample,830,GB005824
Batch-C,Sample,831,GB005838
Batch-C,Sample,832,GB005865
Batch-C,Sample,833,GB005866
Batch-C,Sample,834,GB005881
Batch-C,Sample,835,GB005883
Batch-C,Sample,836,GB005898
Batch-C,QC,837,C-QC015
Batch-C,Sample,838,GB005903
Batch-C,Sample,839,GB005907
Batch-C,Sample,840,GB005938
Batch-C,Sample,841,GB005950
Batch-C,Sample,842,GB005969
Batch-C,Sample,843,GB005971
Batch-C,Sample,844,GB005973
Batch-C,Sample,845,GB006003
Batch-C,Sample,846,GB006024
Batch-C,Sample,847,GB006026
Batch-C,QC,848,C-QC016
Batch-C,Sample,849,GB006055
Batch-C,Sample,850,GB006076
Batch-C,Sample,851,GB006109
Batch-C,Sample,852,GB006134
Batch-C,Sample,853,GB006138
Batch-C,Sample,854,GB006145
Batch-C,Sample,855,GB006148
Batch-C,Sample,856,GB006150
Batch-C,Sample,857,GB009366
Batch-C,Sample,858,GB009411
Batch-C,QC,859,C-QC017
Batch-C,Sample,860,GB009466
Batch-C,Sample,861,GB009492
Batch-C,Sample,862,GB009501
Batch-C,Sample,863,GB009504
Batch-C,Sample,864,GB009516
Batch-C,Sample,865,GB009531
Batch-C,Sample,866,GB009537
Batch-C,Sample,867,GB009538
Batch-C,Sample,868,GB009552
Batch-C,Sample,869,GB009568
Batch-C,QC,870,C-QC018
Batch-C,Sample,871,GB009589
Batch-C,Sample,872,GB009661
Batch-C,Sample,873,GB009671
Batch-C,Sample,874,GB009674
Batch-C,Sample,875,GB009676
Batch-C,Sample,876,GB009677
Batch-C,Sample,877,GB014911
Batch-C,Sample,878,GB014912
Batch-C,Sample,879,GB015016
Batch-C,Sample,880,GB015024
Batch-C,QC,881,C-QC019
Batch-C,Sample,882,GB015029
Batch-C,Sample,883,GB015057
Batch-C,Sample,884,GB015059
Batch-C,Sample,885,GB015090
Batch-C,Sample,886,GB015102
Batch-C,Sample,887,GB015104
Batch-C,Sample,888,GB015108
Batch-C,Sample,889,GB015113
Batch-C,Sample,890,GB015133
Batch-C,Sample,891,GB015136
Batch-C,QC,892,C-QC020
Batch-C,Sample,894,GB015144
Batch-C,Sample,895,GB015160
Batch-C,Sample,896,GB015164
Batch-C,Sample,897,GB015170
Batch-C,Sample,898,GB015173
Batch-C,Sample,899,GB015179
Batch-C,Sample,900,GB015185
Batch-C,Sample,901,GB015295
Batch-C,Sample,902,GB015300
Batch-C,Sample,903,GB015310
Batch-C,QC,904,C-QC021
Batch-C,Sample,905,GB015314
Batch-C,Sample,906,GB015315
Batch-C,Sample,907,GB015318
Batch-C,Sample,908,GB015378
Batch-C,Sample,909,GB015395
Batch-C,Sample,910,GB015400
Batch-C,Sample,911,GB015414
Batch-C,Sample,912,GB015416
Batch-C,Sample,913,GB015418
Batch-C,Sample,914,GB015422
Batch-C,QC,915,C-QC022
Batch-C,Sample,916,GB015428
Batch-C,Sample,917,GB015483
Batch-C,Sample,918,GB015516
Batch-C,Sample,919,GB015518
Batch-C,Sample,920,GB015536
Batch-C,Sample,921,GB015544
Batch-C,Sample,922,GB015545
Batch-C,Sample,923,GB015553
Batch-C,Sample,924,GB015750
Batch-C,QC,925,C-QC023
Batch-C,Sample,926,GB015758
Batch-C,Sample,927,GB015760
Batch-C,Sample,928,GB015761
Batch-C,Sample,929,GB015762
Batch-C,Sample,930,GB015767
Batch-C,Sample,931,GB015800
Batch-C,Sample,932,GB015808
Batch-C,Sample,933,GB015817
Batch-C,Sample,934,GB031749
Batch-C,Sample,935,GB031751
Batch-C,QC,936,C-QC024
Batch-C,Sample,937,GB031773
Batch-C,Sample,938,GB031775
Batch-C,Sample,939,GB031784
Batch-C,Sample,940,GB031847
Batch-C,Sample,941,GB031871
Batch-C,Sample,942,GB031872
Batch-C,Sample,943,GB031893
Batch-C,Sample,944,GB031917
Batch-C,Sample,945,GB031927
Batch-C,Sample,946,GB031934
Batch-C,QC,947,C-QC025
Batch-C,Sample,948,GB031971
Batch-C,Sample,949,GB031977
Batch-C,Sample,950,GB031991
Batch-C,Sample,951,GB032009
Batch-C,Sample,952,GB032037
Batch-C,Sample,953,GB032049
Batch-C,Sample,954,GB032050
Batch-C,Sample,955,GB032054
Batch-C,Sample,956,GB032056
Batch-C,Sample,957,GB032059
Batch-C,QC,958,C-QC026
Batch-C,Sample,959,GB032082
Batch-C,Sample,960,GB032090
Batch-C,Sample,961,GB032092
Batch-C,Sample,962,GB032105
Batch-C,Sample,963,GB032113
Batch-C,Sample,964,GB032235
Batch-C,Sample,965,GB032272
Batch-C,Sample,966,GB032300
Batch-C,Sample,967,GB032305
Batch-C,Sample,968,GB032316
Batch-C,QC,969,C-QC027
Batch-C,Sample,970,GB032322
Batch-C,Sample,971,GB032325
Batch-C,Sample,972,GB032332
Batch-C,Sample,973,GB032333
Batch-C,Sample,974,GB032336
Batch-C,Sample,975,GB032352
Batch-C,Sample,976,GB032358
Batch-C,Sample,977,GB032452
Batch-C,Sample,978,GB032456
Batch-C,Sample,979,GB032465
Batch-C,QC,980,C-QC028
Batch-C,Sample,981,GB032469
Batch-C,Sample,982,GB032470
Batch-C,Sample,983,GB032471
Batch-C,Sample,984,GB032524
Batch-C,Sample,985,GB032527
Batch-C,Sample,986,GB032559
Batch-C,Sample,987,GB032562
Batch-C,Sample,988,GB032580
Batch-C,Sample,989,GB032582
Batch-C,Sample,990,GB032585
Batch-C,QC,991,C-QC029
Batch-C,Sample,992,GB032586
Batch-C,Sample,993,GB032715
Batch-C,Sample,994,GB032719
Batch-C,Sample,995,GB032743
Batch-C,Sample,996,GB032746
Batch-C,Sample,997,GB032769
Batch-C,Sample,998,GB032775
Batch-C,Sample,999,GB032856
Batch-C,Sample,1000,GB032892
Batch-C,Sample,1001,GB032911
Batch-C,QC,1002,C-QC030
Batch-C,Sample,1003,GB005413
Batch-C,Sample,1004,GB005442
Batch-C,Sample,1005,GB015505
Batch-C,QC,1006,C-QC031
Batch-D,QC,1007,D-QC000
Batch-D,Sample,1009,GB032924
Batch-D,Sample,1010,GB032929
Batch-D,Sample,1011,GB032931
Batch-D,Sample,1012,GB032964
Batch-D,Sample,1013,GB033007
Batch-D,Sample,1014,GB033010
Batch-D,Sample,1015,GB033013
Batch-D,Sample,1016,GB033014
Batch-D,Sample,1017,GB033015
Batch-D,Sample,1018,GB033060
Batch-D,QC,1019,D-QC001
Batch-D,Sample,1020,GB033077
Batch-D,Sample,1021,GB033078
Batch-D,Sample,1022,GB033113
Batch-D,Sample,1023,GB033150
Batch-D,Sample,1024,GB033157
Batch-D,Sample,1025,GB033160
Batch-D,Sample,1026,GB033171
Batch-D,Sample,1027,GB033175
Batch-D,Sample,1028,GB033239
Batch-D,QC,1029,D-QC002
Batch-D,Sample,1030,GB033319
Batch-D,Sample,1031,GB033326
Batch-D,Sample,1032,GB033331
Batch-D,Sample,1033,GB033351
Batch-D,Sample,1034,GB033364
Batch-D,Sample,1035,GB033574
Batch-D,Sample,1036,GB033577
Batch-D,Sample,1037,GB033582
Batch-D,Sample,1038,GB033586
Batch-D,Sample,1039,GB033598
Batch-D,QC,1040,D-QC003
Batch-D,Sample,1041,GB034278
Batch-D,Sample,1042,GB034279
Batch-D,Sample,1043,GB034295
Batch-D,Sample,1044,GB034301
Batch-D,Sample,1045,GB034782
Batch-D,Sample,1046,GB034786
Batch-D,Sample,1047,GB034819
Batch-D,Sample,1048,GB034824
Batch-D,Sample,1049,GB035437
Batch-D,QC,1050,D-QC004
Batch-D,Sample,1051,GB035508
Batch-D,Sample,1052,GB035670
Batch-D,Sample,1053,GB035682
Batch-D,Sample,1054,GB035703
Batch-D,Sample,1055,GB035709
Batch-D,Sample,1056,GB035840
Batch-D,Sample,1057,GB035852
Batch-D,Sample,1058,MG006165
Batch-D,Sample,1059,MG006196
Batch-D,Sample,1060,MG006221
Batch-D,QC,1061,D-QC005
Batch-D,Sample,1062,MG006241
Batch-D,Sample,1063,MG006246
Batch-D,Sample,1064,MG006247
Batch-D,Sample,1065,MG006261
Batch-D,Sample,1066,MG006269
Batch-D,Sample,1067,MG006300
Batch-D,Sample,1068,MG006312
Batch-D,Sample,1069,MG006328
Batch-D,Sample,1070,MG006350
Batch-D,Sample,1071,MG006351
Batch-D,QC,1072,D-QC006
Batch-D,Sample,1073,MG006353
Batch-D,Sample,1074,MG006359
Batch-D,Sample,1075,MG006385
Batch-D,Sample,1076,MG006390
Batch-D,Sample,1077,MG006397
Batch-D,Sample,1078,MG006402
Batch-D,Sample,1079,MG006429
Batch-D,Sample,1080,MG006458
Batch-D,Sample,1081,MG006469
Batch-D,Sample,1082,MG006508
Batch-D,QC,1083,D-QC007
Batch-D,Sample,1084,MG006516
Batch-D,Sample,1085,MG006518
Batch-D,Sample,1086,MG006537
Batch-D,Sample,1087,MG006553
Batch-D,Sample,1088,MG006557
Batch-D,Sample,1089,MG006583
Batch-D,Sample,1090,MG006597
Batch-D,Sample,1091,MG006603
Batch-D,Sample,1092,MG006612
Batch-D,QC,1093,D-QC008
Batch-D,Sample,1094,MG006616
Batch-D,Sample,1095,MG006617
Batch-D,Sample,1096,MG006662
Batch-D,Sample,1097,MG006685
Batch-D,Sample,1098,MG006695
Batch-D,Sample,1099,MG006721
Batch-D,Sample,1100,MG006734
Batch-D,Sample,1101,MG006751
Batch-D,Sample,1102,MG006754
Batch-D,Sample,1103,MG006756
Batch-D,QC,1104,D-QC009
Batch-D,Sample,1105,MG006768
Batch-D,Sample,1106,MG006773
Batch-D,Sample,1107,MG006791
Batch-D,Sample,1108,MG006821
Batch-D,Sample,1109,MG006831
Batch-D,Sample,1110,MG006834
Batch-D,Sample,1111,MG006848
Batch-D,Sample,1112,MG006858
Batch-D,Sample,1113,MG006874
Batch-D,Sample,1114,MG006883
Batch-D,QC,1115,D-QC010
Batch-D,Sample,1117,MG006888
Batch-D,Sample,1118,MG006903
Batch-D,Sample,1119,MG006904
Batch-D,Sample,1120,MG006922
Batch-D,Sample,1121,MG006927
Batch-D,Sample,1122,MG006929
Batch-D,Sample,1123,MG006945
Batch-D,Sample,1124,MG006958
Batch-D,Sample,1125,MG006994
Batch-D,Sample,1126,MG006998
Batch-D,QC,1127,D-QC011
Batch-D,Sample,1128,MG007006
Batch-D,Sample,1129,MG007008
Batch-D,Sample,1130,MG007015
Batch-D,Sample,1131,MG007018
Batch-D,Sample,1132,MG007032
Batch-D,Sample,1133,MG007049
Batch-D,Sample,1134,MG007056
Batch-D,Sample,1135,MG007058
Batch-D,Sample,1136,MG007064
Batch-D,Sample,1137,MG007083
Batch-D,QC,1138,D-QC012
Batch-D,Sample,1139,MG007086
Batch-D,Sample,1140,MG007119
Batch-D,Sample,1141,MG007121
Batch-D,Sample,1142,MG007137
Batch-D,Sample,1143,MG007149
Batch-D,Sample,1144,MG007152
Batch-D,Sample,1145,MG007168
Batch-D,Sample,1146,MG007172
Batch-D,Sample,1147,MG007185
Batch-D,Sample,1148,MG007189
Batch-D,QC,1149,D-QC013
Batch-D,Sample,1150,MG007193
Batch-D,Sample,1151,MG007196
Batch-D,Sample,1152,MG007199
Batch-D,Sample,1153,MG007206
Batch-D,Sample,1154,MG007214
Batch-D,Sample,1155,MG007241
Batch-D,Sample,1156,MG007253
Batch-D,Sample,1157,MG007276
Batch-D,Sample,1158,MG007282
Batch-D,Sample,1159,MG007288
Batch-D,QC,1160,D-QC014
Batch-D,Sample,1161,MG007297
Batch-D,Sample,1162,MG007298
Batch-D,Sample,1163,MG007318
Batch-D,Sample,1164,MG007320
Batch-D,Sample,1165,MG007332
Batch-D,Sample,1166,MG007369
Batch-D,Sample,1167,MG007389
Batch-D,Sample,1168,MG007397
Batch-D,Sample,1169,MG007410
Batch-D,Sample,1170,MG007416
Batch-D,QC,1171,D-QC015
Batch-D,Sample,1172,MG007425
Batch-D,Sample,1173,MG007433
Batch-D,Sample,1174,MG007437
Batch-D,Sample,1175,MG007459
Batch-D,Sample,1176,MG007469
Batch-D,Sample,1177,MG007495
Batch-D,Sample,1178,MG007541
Batch-D,Sample,1179,MG007542
Batch-D,QC,1180,D-QC016
Batch-D,Sample,1181,MG007560
Batch-D,Sample,1182,MG007573
Batch-D,Sample,1183,MG007579
Batch-D,Sample,1184,MG007581
Batch-D,Sample,1185,MG007583
Batch-D,Sample,1186,MG007603
Batch-D,Sample,1187,MG007613
Batch-D,Sample,1188,MG007632
Batch-D,Sample,1189,MG007640
Batch-D,Sample,1190,MG007659
Batch-D,QC,1191,D-QC017
Batch-D,Sample,1192,MG007676
Batch-D,Sample,1193,MG007684
Batch-D,Sample,1194,MG007699
Batch-D,Sample,1195,MG007727
Batch-D,Sample,1196,MG007747
Batch-D,Sample,1197,MG007756
Batch-D,Sample,1198,MG007773
Batch-D,Sample,1199,MG007786
Batch-D,Sample,1200,MG007789
Batch-D,Sample,1201,MG007799
Batch-D,QC,1202,D-QC018
Batch-D,Sample,1203,MG007807
Batch-D,Sample,1204,MG007814
Batch-D,Sample,1205,MG007834
Batch-D,Sample,1206,MG007858
Batch-D,Sample,1207,MG007866
Batch-D,Sample,1208,MG007870
Batch-D,Sample,1209,MG007876
Batch-D,Sample,1210,MG007877
Batch-D,Sample,1211,MG007881
Batch-D,Sample,1212,MG007882
Batch-D,QC,1213,D-QC019
Batch-D,Sample,1214,MG007885
Batch-D,Sample,1215,MG007918
Batch-D,Sample,1216,MG007925
Batch-D,Sample,1217,MG007934
Batch-D,Sample,1218,MG007946
Batch-D,Sample,1219,MG007962
Batch-D,Sample,1220,MG007985
Batch-D,Sample,1221,MG008002
Batch-D,Sample,1222,MG008013
Batch-D,Sample,1223,MG008015
Batch-D,QC,1224,D-QC020
Batch-D,Sample,1226,MG008018
Batch-D,Sample,1227,MG008026
Batch-D,Sample,1228,MG008042
Batch-D,Sample,1229,MG008066
Batch-D,Sample,1230,MG008067
Batch-D,Sample,1231,MG008094
Batch-D,Sample,1232,MG008097
Batch-D,Sample,1233,MG008114
Batch-D,Sample,1234,MG008121
Batch-D,Sample,1235,MG008164
Batch-D,QC,1236,D-QC021
Batch-D,Sample,1237,MG008177
Batch-D,Sample,1238,MG008197
Batch-D,Sample,1239,MG008205
Batch-D,Sample,1240,MG008208
Batch-D,Sample,1241,MG008216
Batch-D,Sample,1242,MG008220
Batch-D,Sample,1243,MG008240
Batch-D,Sample,1244,MG008249
Batch-D,Sample,1245,MG008255
Batch-D,Sample,1246,MG008260
Batch-D,QC,1247,D-QC022
Batch-D,Sample,1248,MG008262
Batch-D,Sample,1249,MG008266
Batch-D,Sample,1250,MG008278
Batch-D,Sample,1251,MG008291
Batch-D,Sample,1252,MG008294
Batch-D,Sample,1253,MG008299
Batch-D,Sample,1254,MG008310
Batch-D,Sample,1255,MG008318
Batch-D,Sample,1256,MG008320
Batch-D,Sample,1257,MG008331
Batch-D,QC,1258,D-QC023
Batch-D,Sample,1259,MG008333
Batch-D,Sample,1260,MG008341
Batch-D,Sample,1261,MG008345
Batch-D,Sample,1262,MG008378
Batch-D,Sample,1263,MG008381
Batch-D,Sample,1264,MG008395
Batch-D,Sample,1265,MG008396
Batch-D,Sample,1266,MG008410
Batch-D,Sample,1267,MG008413
Batch-D,Sample,1268,MG008433
Batch-D,QC,1269,D-QC024
Batch-D,Sample,1270,MG008435
Batch-D,Sample,1271,MG008453
Batch-D,Sample,1272,MG008455
Batch-D,Sample,1273,MG008475
Batch-D,Sample,1274,MG008481
Batch-D,Sample,1275,MG008491
Batch-D,Sample,1276,MG008510
Batch-D,Sample,1277,MG008515
Batch-D,Sample,1278,MG008528
Batch-D,Sample,1279,MG008530
Batch-D,QC,1280,D-QC025
Batch-D,Sample,1281,MG008542
Batch-D,Sample,1282,MG008550
Batch-D,Sample,1283,MG008557
Batch-D,Sample,1284,MG008563
Batch-D,Sample,1285,MG008564
Batch-D,Sample,1286,MG008575
Batch-D,Sample,1287,MG008591
Batch-D,Sample,1288,MG008622
Batch-D,Sample,1289,MG008626
Batch-D,Sample,1290,MG008637
Batch-D,QC,1291,D-QC026
Batch-D,Sample,1292,MG008639
Batch-D,Sample,1293,MG008644
Batch-D,Sample,1294,GB002419
Batch-D,Sample,1295,GB033147
Batch-D,Sample,1296,GB034275
Batch-D,Sample,1297,MG006513
Batch-D,Sample,1298,MG007524
Batch-D,QC,1299,D-QC027
